date,day as a number,Hygiene and safety measure-Protective mask use community-Closed public spaces,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Contact tracing-Mobile technology,Case management and quarantine-Contact tracing-Not applicable,International travel-Total border closure-Not applicable,International travel-Quarantine for international travellers-Not applicable,International travel-Other-Not applicable,International travel-Border screening-PCR/rapid antigen testing,International travel-Border screening-Temperature screening,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Closure of educational institutions-Primary School,Case management and quarantine-Isolation of case-Not applicable,Hygiene and safety measure-Protective mask use community-All public spaces,Hygiene and safety measure-Disinfection disinfestation and deratting DDD-Not applicable,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Case management and quarantine-Contact tracing-Other,Physical distancing-Closure of public spaces-Restaurants cafes,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Stay at home orders-Not applicable,Internal travel-Travel restrictions-Cordon sanitaire,General-Risk assessment-Not applicable,General-Exemptions to NPIs-Antibodies proof,General-Exemptions to NPIs-Negative test proof,General-Exemptions to NPIs-Vaccination proof,Physical distancing-Closure of educational institutions-Other,International travel-Border screening-Other,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Public gathering restriction-Indoor over 500,Internal travel-Other-Not applicable,Physical distancing-Measures for special populations-Visiting restrictions,General-Communication to the public-Not applicable,General-Intersectoral communication-Not applicable,Physical distancing-Workplace measures-Teleworking,Physical distancing-Workplace measures-Other,Physical distancing-Measures for special populations-Stay at home risk groups,Physical distancing-Closure of educational institutions-Daycare nursery,Physical distancing-Closure of educational institutions-Higher Education,Physical distancing-Closure of public transport-Not applicable,Physical distancing-Stay at home recommendations-Not applicable,Physical distancing-Closure of public spaces-Hotels other accommodation,Physical distancing-Workplace measures-Adaptation of workplace,Ensuring treatment capacity-Non COVID related care-Rescheduling non essential care,Internal travel-Travel restrictions-Other,Physical distancing-Measures for special populations-Other,International travel-Travel advice-Not applicable,Physical distancing-Other-Not applicable,General-General other-Not applicable,Physical distancing-Closure of public spaces-Place of worship,Internal travel-Travel advice-Not applicable
2021-08-14,531,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-15,532,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-16,533,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-17,534,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-18,535,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-19,536,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-20,537,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-21,538,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-22,539,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-23,540,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-24,541,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-25,542,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-26,543,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27,544,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-28,545,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-29,546,2,2,0,2,1,0,0,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-30,547,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-31,548,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-01,549,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-02,550,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-03,551,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-04,552,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-05,553,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-06,554,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-07,555,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-08,556,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-09,557,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-10,558,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-11,559,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-12,560,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-13,561,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-14,562,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-15,563,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-16,564,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-17,565,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-18,566,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-19,567,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-20,568,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-21,569,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-22,570,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-23,571,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-24,572,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-25,573,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-26,574,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-27,575,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-28,576,2,2,0,2,1,0,0,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-29,577,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-30,578,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-01,579,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-02,580,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-03,581,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-04,582,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-05,583,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-06,584,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-07,585,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-08,586,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-09,587,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-10,588,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-11,589,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-12,590,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-13,591,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-14,592,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-15,593,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-16,594,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-17,595,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-18,596,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-19,597,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-20,598,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-21,599,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-22,600,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-23,601,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-24,602,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-25,603,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-26,604,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-27,605,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-28,606,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-29,607,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-30,608,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-31,609,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-01,610,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-02,611,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-03,612,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-04,613,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-05,614,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-06,615,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-07,616,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-08,617,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-09,618,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-10,619,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-11,620,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-12,621,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-13,622,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-14,623,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-15,624,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-16,625,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-17,626,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-18,627,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-19,628,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-20,629,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-21,630,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-22,631,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-23,632,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-24,633,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-25,634,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-26,635,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-27,636,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-28,637,2,2,0,2,1,0,1,0,2,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-29,638,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11-30,639,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-01,640,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-02,641,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-03,642,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-04,643,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-05,644,2,2,0,2,1,0,1,0,2,0,0,2,2,0,0,1,1,2,1,0,1,0,0,0,2,2,2,1,2,2,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
