date,day as a number,Hygiene and safety measure-Protective mask use community-All public spaces,Case management and quarantine-Contact tracing-Mobile technology,International travel-Total border closure-Not applicable,International travel-Quarantine for international travellers-Not applicable,International travel-Border screening-PCR/rapid antigen testing,Physical distancing-Measures for special populations-Stay at home risk groups,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Measures for special populations-Visiting restrictions,Physical distancing-Closure of educational institutions-Other,Physical distancing-Closure of educational institutions-Primary School,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Closure of educational institutions-Daycare nursery,International travel-Travel advice-Not applicable,Physical distancing-Other-Not applicable,International travel-Border screening-Other,Hygiene and safety measure-Disinfection disinfestation and deratting DDD-Not applicable,Hygiene and safety measure-Other-Not applicable,General-Activate incident emergency management system-Not applicable,General-Exemptions to NPIs-Negative test proof,General-Exemptions to NPIs-Antibodies proof,General-Exemptions to NPIs-Vaccination proof,Ensuring treatment capacity-Other-Not applicable,Case management and quarantine-Quarantine-For contacts,Physical distancing-Closure of public spaces-Restaurants cafes,Physical distancing-Public gathering restriction-Indoor over 100,Physical distancing-Public gathering restriction-Outdoor over 500,Physical distancing-Workplace measures-Teleworking,Physical distancing-Workplace measures-Adaptation of workplace,Physical distancing-Closure of public transport-Not applicable,Physical distancing-Public gathering restriction-Outdoor over 100,Physical distancing-Public gathering restriction-Indoor over 50,Physical distancing-Public gathering restriction-Outdoor over 50,Internal travel-Travel restrictions-Other,Case management and quarantine-Isolation of case-Not applicable,International travel-Ban for certain countries-Not applicable,Internal travel-Travel advice-Not applicable,General-Communication to the public-Not applicable,General-Intersectoral communication-Not applicable,General-Risk assessment-Not applicable,General-Communication to healthcare services-Not applicable,Physical distancing-Stay at home orders-Not applicable,Physical distancing-Closure of educational institutions-Higher Education,Hygiene and safety measure-Protective mask use community-Closed public spaces,International travel-Other-Not applicable
2021-02-04,340,2,0,0,1,2,2,0,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-05,341,2,0,0,1,2,2,0,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-06,342,2,0,0,1,2,2,0,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-07,343,2,0,0,1,2,2,0,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-08,344,2,0,0,1,2,2,0,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-09,345,2,0,0,1,2,2,0,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-10,346,2,0,0,1,2,2,0,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-11,347,2,0,0,1,2,2,0,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-12,348,2,0,0,1,2,2,0,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-13,349,2,0,0,1,2,2,0,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-14,350,2,0,0,1,2,2,0,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-15,351,2,0,0,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-16,352,2,0,0,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-17,353,2,0,0,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-18,354,2,0,0,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-19,355,2,0,0,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-20,356,2,0,0,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-21,357,2,0,0,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-22,358,2,0,0,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-23,359,2,0,0,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-24,360,2,0,0,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-25,361,2,0,0,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-26,362,2,0,0,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-27,363,2,0,0,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-02-28,364,2,0,0,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-01,365,2,0,0,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-02,366,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-03,367,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-04,368,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-05,369,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-06,370,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-07,371,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-08,372,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-09,373,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-10,374,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-11,375,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-12,376,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-13,377,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-14,378,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-15,379,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-16,380,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-17,381,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-18,382,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-19,383,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-20,384,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-21,385,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-22,386,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-23,387,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-24,388,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-25,389,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-26,390,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-27,391,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-28,392,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-29,393,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-30,394,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-03-31,395,2,0,0,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
2021-04-01,396,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-02,397,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-03,398,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-04,399,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-05,400,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-06,401,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-07,402,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-08,403,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-09,404,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-10,405,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-11,406,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-12,407,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-13,408,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-14,409,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-15,410,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-16,411,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-17,412,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-18,413,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-19,414,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-20,415,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-21,416,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-22,417,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-23,418,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-24,419,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-25,420,2,0,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-26,421,2,0,2,1,2,2,2,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-27,422,2,0,2,1,2,2,2,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-28,423,2,0,2,1,2,2,2,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-29,424,2,0,2,1,2,2,2,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-04-30,425,2,0,2,1,2,2,2,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-01,426,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-02,427,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-03,428,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-04,429,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-05,430,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-06,431,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-07,432,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-08,433,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-09,434,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-10,435,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-11,436,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-12,437,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-13,438,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-14,439,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-15,440,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-16,441,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-17,442,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-18,443,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-19,444,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-20,445,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-21,446,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-22,447,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-23,448,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-24,449,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-25,450,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-26,451,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-27,452,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,0,0,1,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-28,453,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-29,454,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-30,455,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-05-31,456,2,0,2,1,2,2,0,1,1,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-01,457,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-02,458,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-03,459,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-04,460,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-05,461,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2021-06-06,462,2,0,2,1,2,2,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,2,1,1,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0
