date,day as a number,Physical distancing-Measures for special populations-Other,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Isolation of case-Not applicable,Case management and quarantine-Contact tracing-Other,International travel-Total border closure-Not applicable,International travel-Quarantine for international travellers-Not applicable,International travel-Border screening-PCR/rapid antigen testing,International travel-Case reporting aboard conveyances-Not applicable,Physical distancing-Closure of educational institutions-Secondary School,Hygiene and safety measure-Protective mask use community-Closed public spaces,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Public gathering restriction-Indoor over 100,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Closure of public spaces-Restaurants cafes,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Closure of educational institutions-Primary School,Physical distancing-Closure of educational institutions-Daycare nursery,Physical distancing-Stay at home orders-Not applicable,Internal travel-Travel restrictions-Other,Internal travel-Travel restrictions-Cordon sanitaire,General-Exemptions to NPIs-Vaccination proof,Physical distancing-Closure of public transport-Not applicable,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Closure of public spaces-Place of worship,Ensuring treatment capacity-COVID related care-Other,Physical distancing-Workplace measures-Teleworking,Physical distancing-Public gathering restriction-Other,Physical distancing-Measures for special populations-Visiting restrictions,Physical distancing-Workplace measures-Adaptation of workplace,Physical distancing-Measures for special populations-Stay at home risk groups,Physical distancing-Stay at home recommendations-Not applicable,Physical distancing-Closure of public spaces-Hotels other accommodation,Physical distancing-Closure of educational institutions-Higher Education,Physical distancing-Private gathering restriction-Social Circle,Physical distancing-Closure of educational institutions-Other,Hygiene and safety measure-Protective mask use community-Other,Hygiene and safety measure-Protective mask use community-All public spaces,Case management and quarantine-Contact tracing-Mobile technology,Hygiene and safety measure-Other-Not applicable,Physical distancing-Public gathering restriction-Outdoor over 500,General-Activate incident emergency management system-Not applicable,Physical distancing-Public gathering restriction-Indoor over 1000,Physical distancing-Public gathering restriction-Not applicable,Physical distancing-Public gathering restriction-Indoor over 500,Physical distancing-Public gathering restriction-Outdoor over 100,Physical distancing-Public gathering restriction-Indoor over 50,General-General other-Not applicable,General-Communication to the public-Not applicable,General-Intersectoral communication-Not applicable,General-Risk assessment-Not applicable,Internal travel-Quarantine for internal travellers-Not applicable,Physical distancing-Public gathering restriction-Outdoor over 50
2020-09-25,208,1,2,2,2,2,2,0,2,0,0,0,1,1,2,0,1,0,0,0,0,0,2,0,1,2,0,2,1,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2020-09-26,209,1,2,2,2,2,2,0,2,0,0,0,1,1,2,0,1,0,0,0,0,0,2,0,1,2,0,2,1,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2020-09-27,210,1,2,2,2,2,2,0,2,0,0,0,1,1,2,0,1,0,0,0,0,0,2,0,1,2,0,2,1,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2020-09-28,211,1,2,2,2,2,2,0,2,0,0,0,1,1,2,0,1,0,0,0,0,0,2,0,1,2,0,2,1,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2020-09-29,212,1,2,2,2,2,2,0,2,0,0,0,1,1,2,0,1,0,0,0,0,0,2,0,1,2,0,2,1,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2020-09-30,213,1,2,2,2,2,2,0,2,0,0,0,1,1,2,0,1,0,0,0,0,0,2,0,1,2,0,2,1,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2020-10-01,214,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,1,1,0,0,0,0,2,0,1,2,1,2,1,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2020-10-02,215,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,1,1,0,0,0,0,2,0,1,2,1,2,1,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2020-10-03,216,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,1,1,0,0,0,0,2,0,1,2,1,2,1,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2020-10-04,217,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,1,1,0,0,0,0,2,0,1,2,1,2,1,0,0,0,0,2,0,2,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2020-10-05,218,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,1,1,0,0,0,0,2,0,1,2,1,2,1,0,0,0,0,2,0,2,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2020-10-06,219,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,1,1,0,0,0,0,2,0,1,2,1,2,1,0,0,0,0,2,0,2,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2020-10-07,220,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,1,1,0,0,0,0,2,0,1,2,1,2,1,0,0,0,0,2,0,2,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2020-10-08,221,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,1,1,0,0,0,0,2,0,1,2,1,2,1,0,0,0,0,2,0,2,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2020-10-09,222,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,1,1,0,0,0,0,2,0,1,2,1,2,1,0,0,0,0,2,0,2,0,1,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2020-10-10,223,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,1,1,0,0,0,0,2,0,1,2,1,2,1,0,0,0,0,2,0,2,0,1,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2020-10-11,224,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,1,1,0,0,0,0,2,0,1,2,1,2,1,0,0,0,0,2,0,2,0,1,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2020-10-12,225,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,1,1,0,0,0,0,2,0,1,2,1,2,1,0,0,0,0,2,0,2,0,1,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2020-10-13,226,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,1,1,0,0,0,0,2,0,1,2,1,2,1,0,0,0,0,2,0,2,0,1,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2020-10-14,227,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,1,1,0,0,0,0,2,0,1,2,1,2,1,0,0,0,0,2,0,2,0,1,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2020-10-15,228,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,2,1,0,0,0,0,2,0,1,2,1,2,1,0,0,0,0,2,0,2,2,1,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2020-10-16,229,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,2,1,0,0,0,0,2,0,1,2,1,2,1,0,0,0,0,2,0,2,2,1,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2020-10-17,230,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,2,1,0,0,0,0,2,0,1,2,1,2,1,0,0,0,0,2,0,2,2,1,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2020-10-18,231,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,2,1,0,0,0,0,2,0,1,2,1,2,1,0,0,0,0,2,0,2,2,1,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2020-10-19,232,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,2,1,0,0,0,0,2,0,1,2,1,2,1,1,0,0,0,2,0,2,2,1,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2020-10-20,233,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,2,1,0,0,0,0,2,0,1,2,1,2,1,1,0,0,0,2,0,2,2,1,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2020-10-21,234,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,2,1,0,0,0,0,2,0,1,2,1,2,1,1,0,0,0,2,0,2,2,1,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2020-10-22,235,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,2,1,0,0,0,0,2,0,1,2,1,2,1,1,0,0,0,2,0,2,2,1,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2020-10-23,236,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,2,1,0,0,0,0,2,0,1,2,1,2,1,1,0,0,0,2,0,2,2,1,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2020-10-24,237,1,2,2,2,2,2,0,2,0,0,2,1,1,2,1,2,1,0,0,0,0,2,0,1,2,1,2,1,1,0,0,0,2,0,2,2,1,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2020-10-25,238,1,2,2,2,2,2,0,2,0,0,0,0,0,2,1,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,0,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-26,239,1,2,2,2,2,2,0,2,0,0,0,0,0,2,1,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,0,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-27,240,1,2,2,2,2,2,0,2,0,0,0,0,0,2,1,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,0,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-28,241,1,2,2,2,2,2,0,2,0,0,0,0,0,2,1,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,0,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-29,242,1,2,2,2,2,2,0,2,0,0,0,0,0,2,1,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,0,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-30,243,1,2,2,2,2,2,0,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,0,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-10-31,244,1,2,2,2,2,2,0,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,0,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-01,245,1,2,2,2,2,2,0,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,0,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-02,246,1,2,2,2,2,2,0,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,0,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-03,247,1,2,2,2,2,2,0,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-04,248,1,2,2,2,2,2,0,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-05,249,1,2,2,2,2,2,0,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-06,250,1,2,2,2,2,2,0,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-07,251,1,2,2,2,2,2,0,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-08,252,1,2,2,2,2,2,0,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-09,253,1,2,2,2,2,2,0,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-10,254,1,2,2,2,2,2,0,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-11,255,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-12,256,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-13,257,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-14,258,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-15,259,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-16,260,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-17,261,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-18,262,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-19,263,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-20,264,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-21,265,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,266,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-23,267,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-24,268,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,269,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-26,270,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-27,271,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-28,272,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,273,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,2,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-11-30,274,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-01,275,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,276,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-03,277,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-04,278,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-05,279,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,280,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-07,281,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-08,282,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,283,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-10,284,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-11,285,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-12,286,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,287,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-14,288,1,2,2,2,2,2,2,2,0,0,0,0,0,1,2,2,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-15,289,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,290,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-17,291,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-12-18,292,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2020-12-19,293,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,0,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2020-12-20,294,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2020-12-21,295,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2020-12-22,296,1,2,2,2,2,2,2,2,0,0,0,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2020-12-23,297,1,2,2,2,2,2,2,2,0,0,2,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2020-12-24,298,1,2,2,2,2,2,2,2,0,0,2,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2020-12-25,299,1,2,2,2,2,2,2,2,0,0,2,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2020-12-26,300,1,2,2,2,2,2,2,2,0,0,2,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2020-12-27,301,1,2,2,2,2,2,2,2,0,0,2,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2020-12-28,302,1,2,2,2,2,2,2,2,0,0,2,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2020-12-29,303,1,2,2,2,2,2,2,2,0,0,2,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2020-12-30,304,1,2,2,2,2,2,2,2,0,0,2,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2020-12-31,305,1,2,2,2,2,2,2,2,0,0,2,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-01,306,1,2,2,2,2,2,2,2,0,0,2,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-02,307,1,2,2,2,2,2,2,2,0,0,2,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-03,308,1,2,2,2,2,2,2,2,0,0,2,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-04,309,1,2,2,2,2,2,2,2,0,0,2,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-05,310,1,2,2,2,2,2,2,2,0,0,2,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-06,311,1,2,2,2,2,2,2,2,0,0,0,0,0,2,1,1,1,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-07,312,1,2,2,2,2,2,2,2,0,0,0,0,0,2,1,2,2,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-08,313,1,2,2,2,2,2,2,2,0,0,0,0,0,2,1,2,2,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-09,314,1,2,2,2,2,2,2,2,0,0,0,0,0,2,1,2,2,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-10,315,1,2,2,2,2,2,2,2,0,0,0,0,0,2,1,2,2,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2021-01-11,316,1,2,2,2,2,2,2,2,0,0,0,0,0,2,1,2,2,0,0,1,2,2,0,1,2,1,2,1,1,0,0,0,2,2,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
