date,day as a number,Physical distancing-Measures for special populations-Other,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Isolation of case-Not applicable,Case management and quarantine-Contact tracing-Other,International travel-Total border closure-Not applicable,International travel-Quarantine for international travellers-Not applicable,International travel-Border screening-PCR/rapid antigen testing,International travel-Case reporting aboard conveyances-Not applicable,Physical distancing-Closure of educational institutions-Secondary School,Hygiene and safety measure-Protective mask use community-Closed public spaces,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Public gathering restriction-Indoor over 100,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Closure of public spaces-Restaurants cafes,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Closure of educational institutions-Primary School,Physical distancing-Closure of educational institutions-Daycare nursery,Physical distancing-Stay at home orders-Not applicable,Internal travel-Travel restrictions-Other,Internal travel-Travel restrictions-Cordon sanitaire,General-Exemptions to NPIs-Vaccination proof,Physical distancing-Closure of public transport-Not applicable,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Closure of public spaces-Place of worship,Ensuring treatment capacity-COVID related care-Other,Physical distancing-Workplace measures-Teleworking,Physical distancing-Public gathering restriction-Other,Physical distancing-Measures for special populations-Visiting restrictions,Physical distancing-Workplace measures-Adaptation of workplace,Physical distancing-Measures for special populations-Stay at home risk groups,Physical distancing-Stay at home recommendations-Not applicable,Physical distancing-Closure of public spaces-Hotels other accommodation,Physical distancing-Closure of educational institutions-Higher Education,Physical distancing-Private gathering restriction-Social Circle,Physical distancing-Closure of educational institutions-Other,Hygiene and safety measure-Protective mask use community-Other,Hygiene and safety measure-Protective mask use community-All public spaces,Case management and quarantine-Contact tracing-Mobile technology,Hygiene and safety measure-Other-Not applicable,Physical distancing-Public gathering restriction-Outdoor over 500,General-Activate incident emergency management system-Not applicable,Physical distancing-Public gathering restriction-Indoor over 1000,Physical distancing-Public gathering restriction-Not applicable,Physical distancing-Public gathering restriction-Indoor over 500,Physical distancing-Public gathering restriction-Outdoor over 100,Physical distancing-Public gathering restriction-Indoor over 50,General-General other-Not applicable,General-Communication to the public-Not applicable,General-Intersectoral communication-Not applicable,General-Risk assessment-Not applicable,Internal travel-Quarantine for internal travellers-Not applicable,Physical distancing-Public gathering restriction-Outdoor over 50
2021-08-18,535,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-08-19,536,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-08-20,537,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-08-21,538,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-08-22,539,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-08-23,540,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-08-24,541,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-08-25,542,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-08-26,543,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-08-27,544,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-08-28,545,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,0,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-08-29,546,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,0,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-08-30,547,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,0,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-08-31,548,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,0,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-09-01,549,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,0,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-09-02,550,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,0,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-09-03,551,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,0,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-09-04,552,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,0,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-09-05,553,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,0,2,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-09-06,554,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-09-07,555,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2021-09-08,556,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-09,557,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-10,558,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,1,2,2,2,1,2,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-11,559,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-12,560,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-13,561,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-14,562,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-15,563,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,2,2,1,2,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-16,564,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,2,2,1,1,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-17,565,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,2,2,1,1,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-18,566,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,2,2,1,1,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-19,567,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,2,2,1,1,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-20,568,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,2,2,1,1,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-21,569,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,2,2,1,1,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-22,570,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,2,2,1,1,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-23,571,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,2,2,1,1,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-24,572,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-25,573,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,2,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-26,574,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,2,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-27,575,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,2,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-28,576,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,2,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-29,577,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,2,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-09-30,578,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,2,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-01,579,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,2,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-02,580,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,2,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-03,581,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,2,1,2,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-04,582,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,2,1,0,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-05,583,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,2,1,0,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-06,584,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,2,1,0,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-07,585,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,2,1,0,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-08,586,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,2,1,0,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-09,587,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,2,1,0,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-10,588,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,1,0,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-11,589,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,1,0,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-12,590,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,1,0,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-13,591,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,1,0,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-14,592,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,1,0,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-15,593,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,1,0,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-16,594,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-17,595,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-18,596,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-19,597,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-20,598,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-21,599,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-22,600,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-23,601,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-24,602,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-25,603,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-26,604,1,2,2,2,2,2,2,2,0,0,0,0,2,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-10-27,605,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-10-28,606,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-10-29,607,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-10-30,608,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-10-31,609,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-01,610,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,2,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-02,611,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-03,612,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-04,613,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-05,614,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-06,615,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-07,616,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-08,617,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-09,618,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-10,619,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-11,620,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-12,621,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-13,622,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-14,623,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-15,624,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-16,625,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-17,626,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-18,627,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-19,628,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-20,629,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-21,630,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-22,631,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-23,632,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-24,633,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-25,634,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-26,635,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-27,636,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2021-11-28,637,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2021-11-29,638,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2021-11-30,639,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2021-12-01,640,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2021-12-02,641,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2021-12-03,642,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2021-12-04,643,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,2,1,1,1,0,0,0,1,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
