date,day as a number,International travel-Travel advice-Not applicable,International travel-Total border closure-Not applicable,International travel-Other-Not applicable,International travel-Border screening-PCR/rapid antigen testing,Case management and quarantine-Protective measures HCW-Not applicable,Case management and quarantine-Other-Not applicable,Physical distancing-Other-Not applicable,Case management and quarantine-Isolation of case-Not applicable,Physical distancing-Workplace measures-Teleworking,General-Exemptions to NPIs-Antibodies proof,General-Exemptions to NPIs-Negative test proof,General-Exemptions to NPIs-Vaccination proof,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Contact tracing-Mobile technology,International travel-Quarantine for international travellers-Not applicable,Physical distancing-Measures for special populations-Visiting restrictions,Physical distancing-Measures for special populations-Other,Physical distancing-Workplace measures-Closure of workplaces,Physical distancing-Workplace measures-Adaptation of workplace,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Closure of public spaces-Other,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Closure of educational institutions-Primary School,Physical distancing-Closure of educational institutions-Daycare nursery,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Closure of public spaces-Non essential shops,Hygiene and safety measure-Protective mask use community-Closed public spaces,General-Activate incident emergency management system-Not applicable,General-Risk assessment-Not applicable,Ensuring treatment capacity-Non COVID related care-Rescheduling non essential care,Ensuring treatment capacity-Non COVID related care-Other,Ensuring treatment capacity-COVID related care-ICU capacity,Internal travel-Travel advice-Not applicable,Hygiene and safety measure-Protective mask use community-Other,Physical distancing-Stay at home recommendations-Not applicable,Physical distancing-Closure of public spaces-Restaurants cafes,Hygiene and safety measure-Protective mask use community-All public spaces,Physical distancing-Closure of educational institutions-Higher Education,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Public gathering restriction-Indoor over 1000,Physical distancing-Public gathering restriction-Indoor over 100,Case management and quarantine-Contact tracing-Other,Physical distancing-Public gathering restriction-Outdoor over 100,General-Communication to the public-Not applicable,Ensuring treatment capacity-COVID related care-Other,Physical distancing-Closure of public transport-Not applicable,Physical distancing-Stay at home orders-Not applicable,General-Exemptions to NPIs-Other,Ensuring treatment capacity-Other-Not applicable,Hygiene and safety measure-Other-Not applicable,General-General other-Not applicable,Hygiene and safety measure-Disinfection disinfestation and deratting DDD-Not applicable,Physical distancing-Public gathering restriction-Other,General-Communication to healthcare services-Not applicable,Physical distancing-Public gathering restriction-Indoor over 50,Physical distancing-Public gathering restriction-Outdoor over 50,Ensuring treatment capacity-COVID related care-Increase PPE stocks,Physical distancing-Public gathering restriction-Outdoor over 500,Physical distancing-Closure of public spaces-Place of worship,Physical distancing-Measures for special populations-Stay at home risk groups
2020-08-27,179,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-28,180,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-29,181,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-30,182,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-08-31,183,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-09-01,184,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-09-02,185,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-09-03,186,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-09-04,187,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-09-05,188,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-09-06,189,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-09-07,190,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-09-08,191,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-09-09,192,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-09-10,193,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-09-11,194,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-09-12,195,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2020-09-13,196,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-14,197,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-15,198,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-16,199,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-17,200,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-18,201,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-19,202,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-20,203,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0
2020-09-21,204,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0
2020-09-22,205,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0
2020-09-23,206,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0
2020-09-24,207,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0
2020-09-25,208,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0
2020-09-26,209,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0
2020-09-27,210,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0
2020-09-28,211,2,1,0,2,2,2,1,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0
2020-09-29,212,2,1,0,2,2,2,2,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
2020-09-30,213,2,1,0,2,2,2,2,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
2020-10-01,214,2,1,0,2,2,2,2,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
2020-10-02,215,2,1,0,2,2,2,2,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
2020-10-03,216,2,1,0,2,2,2,2,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
2020-10-04,217,2,1,0,2,2,2,2,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
2020-10-05,218,2,1,0,2,2,2,2,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
2020-10-06,219,2,1,0,2,2,2,2,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0
2020-10-07,220,2,1,0,2,2,2,2,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,2,2,0,0,0,0
2020-10-08,221,2,1,0,2,2,2,2,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,2,2,0,0,0,0
2020-10-09,222,2,1,0,2,2,2,2,2,2,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0
2020-10-10,223,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0
2020-10-11,224,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0
2020-10-12,225,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,0
2020-10-13,226,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,0
2020-10-14,227,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-10-15,228,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-10-16,229,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-10-17,230,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-10-18,231,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-10-19,232,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-10-20,233,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-10-21,234,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-10-22,235,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-10-23,236,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-10-24,237,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-10-25,238,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-10-26,239,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-10-27,240,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-10-28,241,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-10-29,242,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-10-30,243,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-10-31,244,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-11-01,245,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-11-02,246,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-11-03,247,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,1,0,1,1,2,0,0,0,0,1,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
2020-11-04,248,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-05,249,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-06,250,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-07,251,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-08,252,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-09,253,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-10,254,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-11,255,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-12,256,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-13,257,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-14,258,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-15,259,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-16,260,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-17,261,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-18,262,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-19,263,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-20,264,2,1,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-21,265,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-22,266,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-23,267,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-24,268,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-25,269,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-26,270,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,0,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-27,271,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,2,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-28,272,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,2,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020-11-29,273,2,1,0,2,2,0,2,2,2,0,0,0,2,2,2,0,0,0,2,2,0,2,1,2,0,0,0,2,1,2,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
