date,day as a number,International travel-Travel advice-Not applicable,International travel-Total border closure-Not applicable,International travel-Other-Not applicable,International travel-Border screening-PCR/rapid antigen testing,Case management and quarantine-Protective measures HCW-Not applicable,Case management and quarantine-Other-Not applicable,Physical distancing-Other-Not applicable,Case management and quarantine-Isolation of case-Not applicable,Physical distancing-Workplace measures-Teleworking,General-Exemptions to NPIs-Antibodies proof,General-Exemptions to NPIs-Negative test proof,General-Exemptions to NPIs-Vaccination proof,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Contact tracing-Mobile technology,International travel-Quarantine for international travellers-Not applicable,Physical distancing-Measures for special populations-Visiting restrictions,Physical distancing-Measures for special populations-Other,Physical distancing-Workplace measures-Closure of workplaces,Physical distancing-Workplace measures-Adaptation of workplace,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Closure of public spaces-Other,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Closure of educational institutions-Primary School,Physical distancing-Closure of educational institutions-Daycare nursery,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Closure of public spaces-Non essential shops,Hygiene and safety measure-Protective mask use community-Closed public spaces,General-Activate incident emergency management system-Not applicable,General-Risk assessment-Not applicable,Ensuring treatment capacity-Non COVID related care-Rescheduling non essential care,Ensuring treatment capacity-Non COVID related care-Other,Ensuring treatment capacity-COVID related care-ICU capacity,Internal travel-Travel advice-Not applicable,Hygiene and safety measure-Protective mask use community-Other,Physical distancing-Stay at home recommendations-Not applicable,Physical distancing-Closure of public spaces-Restaurants cafes,Hygiene and safety measure-Protective mask use community-All public spaces,Physical distancing-Closure of educational institutions-Higher Education,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Public gathering restriction-Indoor over 1000,Physical distancing-Public gathering restriction-Indoor over 100,Case management and quarantine-Contact tracing-Other,Physical distancing-Public gathering restriction-Outdoor over 100,General-Communication to the public-Not applicable,Ensuring treatment capacity-COVID related care-Other,Physical distancing-Closure of public transport-Not applicable,Physical distancing-Stay at home orders-Not applicable,General-Exemptions to NPIs-Other,Ensuring treatment capacity-Other-Not applicable,Hygiene and safety measure-Other-Not applicable,General-General other-Not applicable,Hygiene and safety measure-Disinfection disinfestation and deratting DDD-Not applicable,Physical distancing-Public gathering restriction-Other,General-Communication to healthcare services-Not applicable,Physical distancing-Public gathering restriction-Indoor over 50,Physical distancing-Public gathering restriction-Outdoor over 50,Ensuring treatment capacity-COVID related care-Increase PPE stocks,Physical distancing-Public gathering restriction-Outdoor over 500,Physical distancing-Closure of public spaces-Place of worship,Physical distancing-Measures for special populations-Stay at home risk groups
2021-06-08,464,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-09,465,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-10,466,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-11,467,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-12,468,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-13,469,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-14,470,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-15,471,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-16,472,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-17,473,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-18,474,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-19,475,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-20,476,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,477,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-22,478,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-23,479,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-24,480,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-25,481,1,1,0,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,2,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-26,482,1,1,0,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27,483,1,1,0,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-28,484,1,1,0,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-29,485,1,1,0,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-30,486,1,1,0,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-01,487,1,1,2,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-02,488,1,1,2,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-03,489,1,1,2,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-04,490,1,1,2,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-05,491,1,1,2,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-06,492,1,1,2,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-07,493,1,1,2,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-08,494,1,1,2,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-09,495,1,1,2,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-10,496,1,1,2,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-11,497,1,1,2,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-12,498,1,1,2,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-13,499,1,1,2,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-14,500,1,1,2,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-15,501,1,1,2,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-16,502,1,1,2,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-17,503,1,1,2,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-18,504,1,1,2,2,2,2,0,2,1,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-19,505,1,1,2,2,2,2,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-20,506,1,1,2,2,2,2,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-21,507,1,1,2,2,2,2,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-22,508,1,1,2,2,2,2,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-23,509,1,1,2,2,2,2,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-24,510,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-25,511,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-26,512,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-27,513,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-28,514,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-29,515,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-30,516,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-31,517,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-01,518,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-02,519,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-03,520,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-04,521,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-05,522,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-06,523,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-07,524,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-08,525,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-09,526,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-10,527,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-11,528,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-12,529,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-13,530,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-14,531,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-15,532,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-16,533,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-17,534,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-18,535,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-19,536,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-20,537,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-21,538,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-22,539,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-23,540,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-24,541,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-25,542,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-26,543,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-27,544,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-28,545,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-29,546,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-30,547,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-31,548,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-01,549,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-02,550,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-03,551,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-04,552,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-05,553,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-06,554,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-07,555,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-08,556,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-09,557,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09-10,558,1,1,2,2,2,0,0,2,2,1,1,1,2,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
